Parent MNE	WikiID		WikiTopic		MID		Weight
Exxon Mobil Corp	Q40650	>>	Imperial_Oil	>>	/m/0308_b	>>	3,32759826
Exxon Mobil Corp	Q762354	>>	XTO_Energy	>>	/m/02qmk45	>>	1,26424205
Facebook Inc	Q380	>>	Facebook,_Inc.	>>	/m/0hmyfsv	>>	64,9954562
Facebook Inc	Q16321326	>>	Oculus_VR	>>	/m/0102936k	>>	32,13228231
Facebook Inc	Q19865830	>>	Onavo	>>	/m/012vhpd7	>>	2,872261483
Fanuc Corp	Q212116	>>	FANUC	>>	/m/050z09	>>	100
Fast Retailing Co Ltd	Q26070	>>	Uniqlo	>>	/m/09jh8w	>>	75,69523806
Fast Retailing Co Ltd	Q1397688	>>	Fast_Retailing	>>	/m/09wfr0	>>	14,09992734
Fast Retailing Co Ltd	Q5512642	>>	GU_(retailer)	>>	/m/080pmlk	>>	9,512340026
Fast Retailing Co Ltd	Q3403500	>>	Princesse_tam.tam	>>	/g/1224brjp	>>	0,69249457
FedEx Corp	Q1105744	>>	TNT_Express	>>	/m/0gvs2f2	>>	79,0102276
FedEx Corp	Q5439886	>>	FedEx_Ground	>>	/m/042f0k	>>	16,15008793
FedEx Corp	Q5513170	>>	FedEx_Supply_Chain	>>	/m/03wj62c	>>	4,839684477
Fidelity National Information Services Inc	Q1411295	>>	FIS_(company)	>>	/m/027_qkq	>>	77,52828873
Fidelity National Information Services Inc	Q336105	>>	SunGard	>>	/m/05lt23	>>	22,47171127
First Abu Dhabi Bank PJSC	Q6970885	>>	National_Bank_of_Abu_Dhabi	>>	/m/0gtty50	>>	66,98193911
First Abu Dhabi Bank PJSC	Q5453066	>>	First_Gulf_Bank	>>	/m/063qst	>>	33,01806089
FirstRand Ltd	Q3072956	>>	First_National_Bank_(South_Africa)	>>	/m/0cd7cy	>>	63,27659264
FirstRand Ltd	Q5453738	>>	First_Rand	>>	/m/0dryq01	>>	32,56940386
FirstRand Ltd	Q18124827	>>	First_National_Bank_(Namibia)	>>	/g/11b5v3vjm2	>>	2,890853302
FirstRand Ltd	Q28401950	>>	First_National_Bank_of_Botswana	>>	/g/11cp7cxv9h	>>	1,263150205
Fiserv Inc	Q1420513	>>	Fiserv	>>	/m/069qq1	>>	94,54348934
Fiserv Inc	Q7229442	>>	Popmoney	>>	/m/0nd3jnj	>>	5,456510656
Fomento Economico Mexicano SAB de CV	Q1342538	>>	OXXO	>>	/m/0bszm5	>>	56,49155505
Fomento Economico Mexicano SAB de CV	Q1435628	>>	FEMSA	>>	/m/03mszz	>>	43,50844495
Ford Motor Co	Q571943	>>	Ford_Germany	>>	/m/09n6cv4	>>	26,56467019
Ford Motor Co	Q571934	>>	Ford_of_Europe	>>	/m/0286vtl	>>	18,86674005
Ford Motor Co	Q3537079	>>	Ford_India_Private_Limited	>>	/m/04ctsgr	>>	12,94577517
Ford Motor Co	Q1436934	>>	Ford_Australia	>>	/m/038sz4	>>	12,90398306
Ford Motor Co	Q1790346	>>	Ford_Otosan	>>	/m/08s_l5	>>	10,41477342
Ford Motor Co	Q1436921	>>	Ford_Motor_Company_of_Canada	>>	/m/07sj73	>>	8,85530502
Ford Motor Co	Q13479631	>>	Ford_Romania	>>	/m/0j7mszt	>>	5,28163441
Ford Motor Co	Q5467861	>>	Ford_Motor_Company_Philippines	>>	/m/05_cp8	>>	2,152382951
Ford Motor Co	Q1436915	>>	Ford_Motor_Argentina	>>	/m/04z_t3g	>>	2,014735723
Fresenius SE & Co KGaA	Q705361	>>	Fresenius_(company)	>>	/m/06ll1l	>>	82,57018835
Fresenius SE & Co KGaA	Q2509662	>>	Vamed	>>	/g/12271t42	>>	9,72520819
Fresenius SE & Co KGaA	Q1455670	>>	Fresenius_Kabi	>>	/g/12111bs1	>>	7,704603461
GMK Norilskiy Nikel PAO	Q1284261	>>	Nornickel	>>	/m/0kqh6x	>>	78,69449676
GMK Norilskiy Nikel PAO	Q152425	>>	NordStar	>>	/m/0dgpwwj	>>	21,30550324
Galaxy Entertainment Group Ltd	Q4039216	>>	Galaxy_Entertainment_Group	>>	/m/02r_8y1	>>	100
Gazprom PAO	Q29108	>>	FC_Zenit_Saint_Petersburg	>>	/m/03m6zs	>>	41,98987284
Gazprom PAO	Q102673	>>	Gazprom	>>	/m/01vg2k	>>	25,04250704
Gazprom PAO	Q574625	>>	NTV_(Russia)	>>	/m/03xxvd	>>	10,87259172
Gazprom PAO	Q1975145	>>	TNT_(Russian_TV_channel)	>>	/m/03y0g4s	>>	7,151313001
Gazprom PAO	Q899012	>>	Sibur	>>	/m/0bmbtj7	>>	3,720858827
Gazprom PAO	Q20854272	>>	Match_TV	>>	/g/11bvt401jk	>>	3,624573388
Gazprom PAO	Q1461799	>>	Gazprom_Neft	>>	/m/057qp5	>>	3,318370469
Gazprom PAO	Q1924338	>>	Gazprombank	>>	/m/027msll	>>	2,710583394
Gazprom PAO	Q1279721	>>	Naftna_Industrija_Srbije	>>	/m/0kqpsy	>>	0,877538515
Gazprom PAO	Q1477022	>>	Mosenergo	>>	/m/0b6n39_	>>	0,691790807
General Dynamics Corp	Q502940	>>	General_Dynamics	>>	/m/0dq23	>>	44,40947688
General Dynamics Corp	Q1554299	>>	Gulfstream_Aerospace	>>	/m/02k3l9	>>	27,4882942
General Dynamics Corp	Q810783	>>	Bath_Iron_Works	>>	/m/01f99l	>>	8,962527727
General Dynamics Corp	Q1325893	>>	General_Dynamics_Electric_Boat	>>	/m/0974y	>>	6,405514608
General Dynamics Corp	Q5531850	>>	General_Dynamics_Land_Systems	>>	/m/05pd98l	>>	3,619344346
General Dynamics Corp	Q7392788	>>	CSRA_Inc.	>>	/m/08b97g	>>	3,180139929
General Dynamics Corp	Q941940	>>	Jet_Aviation	>>	/m/066y0r	>>	2,771495174
General Dynamics Corp	Q6978703	>>	National_Steel_and_Shipbuilding_Company	>>	/m/06l99b	>>	1,693682536
General Dynamics Corp	Q5531847	>>	General_Dynamics_Mission_Systems	>>	/m/06_x5s7	>>	1,4695246
General Electric Co	Q54173	>>	General_Electric	>>	/m/03bnb	>>	73,07193517
General Electric Co	Q938437	>>	CFM_International	>>	/m/036jt2	>>	6,380726901
General Electric Co	Q1152374	>>	GE_Healthcare	>>	/m/03k_bf	>>	5,974256579
General Electric Co	Q969390	>>	GE_Capital	>>	/m/039ch_	>>	3,781301824
General Electric Co	Q218671	>>	GE_Transportation	>>	/m/023t31	>>	2,523334073
General Electric Co	Q791069	>>	Avio	>>	/m/086k0s	>>	2,026907944
General Electric Co	Q1434137	>>	GE_Capital_Aviation_Services	>>	/m/039ck5	>>	1,967268237
General Electric Co	Q673314	>>	Jenbacher	>>	/m/0crjgqx	>>	1,859206981
General Electric Co	Q5513291	>>	GE_Lighting	>>	/m/0h1f9n5	>>	0,963648952
General Electric Co	Q508150	>>	LM_Wind_Power	>>	/m/02qv93n	>>	0,591584997
General Electric Co	Q480196	>>	GE_Power_Conversion	>>	/m/0c9xps	>>	0,552697381
General Electric Co	Q4785209	>>	Arcam	>>	/m/0287ptv	>>	0,206829183
General Electric Co	Q5269269	>>	Dharmacon	>>	/m/03m6b12	>>	0,100301778
General Motors Co	Q81965	>>	General_Motors	>>	/m/035nm	>>	52,37363827
General Motors Co	Q27415	>>	Buick	>>	/m/0blvz	>>	14,19270125
General Motors Co	Q29281	>>	Holden	>>	/m/03jyw	>>	11,67725021
General Motors Co	Q28993	>>	GMC_(automobile)	>>	/m/01wxjd	>>	11,57407707
General Motors Co	Q497193	>>	GM_Korea	>>	/m/01zq5g	>>	3,148783993
General Motors Co	Q3082637	>>	SAIC-GM-Wuling	>>	/m/09qw36	>>	1,421084446
General Motors Co	Q3569419	>>	OnStar	>>	/m/04f12y	>>	1,310772994
General Motors Co	Q288170	>>	ACDelco	>>	/m/09rxmdh	>>	1,202770996
General Motors Co	Q10752027	>>	General_Motors_do_Brasil	>>	/m/04jpfsk	>>	0,779703393
General Motors Co	Q1475085	>>	General_Motors_Canada	>>	/m/08cj97	>>	0,772949987
General Motors Co	Q5532048	>>	General_Motors_India	>>	/m/04cthmf	>>	0,734808993
General Motors Co	Q5513853	>>	GM_Financial	>>	/m/026tllz	>>	0,617464201
General Motors Co	Q5879523	>>	Holden_New_Zealand	>>	/m/026k16f	>>	0,193994193
Gilead Sciences Inc	Q663596	>>	Gilead_Sciences	>>	/m/03w63w	>>	84,69391556
Gilead Sciences Inc	Q18343414	>>	Kite_Pharma	>>	/m/010ppjly	>>	15,30608444
GlaxoSmithKline PLC	Q7929051	>>	ViiV_Healthcare	>>	/g/121n460r	>>	37,40776997
GlaxoSmithKline PLC	Q5567328	>>	GlaxoSmithKline_Pharmaceuticals_Ltd	>>	/m/0dgnnb9	>>	37,01328112
GlaxoSmithKline PLC	Q7616372	>>	Stiefel_Laboratories	>>	/m/0bryly0	>>	25,57894891
Glencore PLC	Q169339	>>	Glencore	>>	/m/0kqpq9	>>	96,67038113
Glencore PLC	Q6375096	>>	Katanga_Mining	>>	/m/0gtvrs3	>>	3,329618874
Goldman Sachs Group Inc	Q193326	>>	Goldman_Sachs	>>	/m/01xdn1	>>	98,99625934
Goldman Sachs Group Inc	Q5348136	>>	Egnyte	>>	/m/0dgq002	>>	1,003740655
Gree Electric Appliances Inc of Zhuhai	Q1544535	>>	Gree_Electric	>>	/m/04zy39x	>>	100
HCA Healthcare Inc	Q1630431	>>	HCA_Healthcare	>>	/m/03z257	>>	98,9871532
HCA Healthcare Inc	Q7807642	>>	Timpanogos_Regional_Hospital	>>	/m/03csh8r	>>	1,012846798
HDFC Bank Ltd	Q631047	>>	HDFC_Bank	>>	/m/025tzgk	>>	98,19873724
HDFC Bank Ltd	Q19891703	>>	HDFC_securities	>>	/m/012nwxmy	>>	1,801262755
HP Inc	Q694352	>>	HP_Indigo_Division	>>	/m/07cd6y	>>	100
HSBC Holdings PLC	Q190464	>>	HSBC	>>	/m/01vq1f	>>	62,57534345
HSBC Holdings PLC	Q600178	>>	The_Hongkong_and_Shanghai_Banking_Corporation	>>	/m/04k51v	>>	14,24670447
HSBC Holdings PLC	Q1575470	>>	Hang_Seng_Bank	>>	/m/01vq97	>>	5,0213173
HSBC Holdings PLC	Q5413890	>>	HSBC_Bank_(Europe)	>>	/m/08pj55	>>	4,006471007
HSBC Holdings PLC	Q5635869	>>	HSBC_Bank_USA	>>	/m/096k1t	>>	3,011084491
HSBC Holdings PLC	Q5452919	>>	First_Direct	>>	/m/08jjby	>>	1,598134136
HSBC Holdings PLC	Q370248	>>	HSBC_Bank_Canada	>>	/m/03p8kc	>>	1,371693102
HSBC Holdings PLC	Q4166519	>>	Saudi_British_Bank	>>	/m/0b82vj	>>	1,320390055
HSBC Holdings PLC	Q985997	>>	HSBC_Bank_(China)	>>	/m/02rt_5x	>>	1,312366056
HSBC Holdings PLC	Q5635876	>>	HSBC_Bank_India	>>	/m/03mdvtr	>>	1,29868735
HSBC Holdings PLC	Q884003	>>	HSBC_Trinkaus	>>	/m/09nf3w	>>	1,157825105
HSBC Holdings PLC	Q5635867	>>	HSBC_Bank_Middle_East	>>	/m/0b8gzy	>>	0,806159146
HSBC Holdings PLC	Q1565913	>>	HSBC_Private_Bank	>>	/m/05_5rmx	>>	0,745536888
HSBC Holdings PLC	Q943097	>>	HSBC_Bank_Australia	>>	/m/08pj33	>>	0,679007198
HSBC Holdings PLC	Q5414064	>>	HSBC_Bank_Argentina	>>	/m/0b57k2	>>	0,423281727
HSBC Holdings PLC	Q5635863	>>	HSBC_Bank_Malta	>>	/m/03wk0w	>>	0,264697186
HSBC Holdings PLC	Q5635859	>>	HSBC_Bank_Bermuda	>>	/m/0cv9l9	>>	0,161301328
Hangzhou Hikvision Digital Technology Co Ltd	Q5760704	>>	Hikvision	>>	/m/0nb78wd	>>	100
Heineken NV	Q180855	>>	Heineken_N.V.	>>	/m/013b0q	>>	84,67995707
Heineken NV	Q6473070	>>	Lagunitas_Brewing_Company	>>	/m/0dg0yd	>>	6,564599689
Heineken NV	Q11108502	>>	Nigerian_Breweries	>>	/m/04ncll	>>	3,87104929
Heineken NV	Q899967	>>	Brau_Union	>>	/g/120hhj2q	>>	2,928174468
Heineken NV	Q1238088	>>	DB_Breweries	>>	/m/0708m_	>>	1,302163581
Heineken NV	Q5616571	>>	Heineken_Malaysia_Berhad	>>	/m/0bmd4cv	>>	0,654055898
Henkel AG & Co KgaA	Q276507	>>	Henkel	>>	/m/06ll4c	>>	84,36411198
Henkel AG & Co KgaA	Q567411	>>	Loctite	>>	/m/0dmt47	>>	15,63588802
Hitachi Ltd	Q53238	>>	Hitachi	>>	/m/019tk3	>>	71,01923649
Hitachi Ltd	Q1913796	>>	Maxell	>>	/m/043xb4	>>	7,92644565
Hitachi Ltd	Q5871641	>>	Hitachi_Construction_Machinery	>>	/m/04jt7ty	>>	4,765886937
Hitachi Ltd	Q2055873	>>	Hitachi_Data_Systems	>>	/m/03nm_f3	>>	3,751634325
Hitachi Ltd	Q11510090	>>	%E6%97%A5%E7%AB%8B%E9%87%91%E5%B1%9E	>>	/g/121g1xfw	>>	3,476873487
Hitachi Ltd	Q568840	>>	Hitachi_Rail_Italy	>>	/m/054lkk	>>	2,510259032
Hitachi Ltd	Q5513286	>>	GE_Hitachi_Nuclear_Energy	>>	/m/0gg7x0h	>>	2,080674183
Hitachi Ltd	Q1621108	>>	Hitachi_Consulting	>>	/m/047d80w	>>	2,058796878
Hitachi Ltd	Q1040139	>>	Hitachi_Rail_STS	>>	/m/05sxrp2	>>	2,031223705
Hitachi Ltd	Q1581165	>>	Hitachi_Construction_Machinery_(Europe)	>>	/m/0g98jb	>>	0,378969307
Hon Hai Precision Industry Co Ltd	Q463094	>>	Foxconn	>>	/m/0cwldz	>>	96,67605624
Hon Hai Precision Industry Co Ltd	Q2466838	>>	Smart_Technologies	>>	/m/02z36hc	>>	3,323943762
Honda Motor Co Ltd	Q9584	>>	Honda	>>	/m/03kr0	>>	71,65727903
Honda Motor Co Ltd	Q53097	>>	Acura	>>	/m/011xz6	>>	20,91717706
Honda Motor Co Ltd	Q1093559	>>	Honda_Racing_Corporation	>>	/m/0g8_cp	>>	2,836410738
Honda Motor Co Ltd	Q5631175	>>	Honda_Motorcycle_and_Scooter_India	>>	/m/02w7_ht	>>	1,968705927
Honda Motor Co Ltd	Q15275579	>>	Honda_Cars_India	>>	/m/02wcgvj	>>	1,45785418
Honda Motor Co Ltd	Q15215234	>>	Honda_Motorcycle_Thailand	>>	/m/011qd4b3	>>	0,664685281
Honda Motor Co Ltd	Q1626564	>>	Honda_Canada_Inc.	>>	/m/09gg4b	>>	0,379092732
Honda Motor Co Ltd	Q28864757	>>	Honda_Australia	>>	/g/11f6595l30	>>	0,11879505
Honeywell International Inc	Q898208	>>	Honeywell	>>	/m/01gx66	>>	83,97980047
Honeywell International Inc	Q5893992	>>	Honeywell_Aerospace	>>	/m/05fc3vt	>>	5,699182372
Honeywell International Inc	Q1494445	>>	Garrett_AiResearch	>>	/m/04_1m1v	>>	5,475394022
Honeywell International Inc	Q2467687	>>	UOP_LLC	>>	/m/0c9spt	>>	3,669855553
Honeywell International Inc	Q15845105	>>	Honeywell_Intelligrated	>>	/m/0_s2jmb	>>	0,732096444
Honeywell International Inc	Q8045055	>>	Xtralis	>>	/m/0j3clfh	>>	0,443671144
Hong Kong Exchanges and Clearing Ltd	Q751361	>>	Hong_Kong_Exchanges_and_Clearing	>>	/m/08cylq	>>	57,01364849
Hong Kong Exchanges and Clearing Ltd	Q952937	>>	London_Metal_Exchange	>>	/m/01gmc4	>>	42,98635151
Hong Kong and China Gas Co Ltd	Q751883	>>	The_Hong_Kong_and_China_Gas_Company	>>	/m/0d0t_b	>>	100
Housing Development Finance Corporation Ltd	Q1446319	>>	Housing_Development_Finance_Corporation	>>	/m/04g8zr	>>	49,21482945
Housing Development Finance Corporation Ltd	Q5629189	>>	HDFC_Life	>>	/m/0lq5s3j	>>	40,72820091
Housing Development Finance Corporation Ltd	Q5629187	>>	HDFC_ERGO_General_Insurance_Company	>>	/m/0h_d74b	>>	10,05696964
Humana Inc	Q910866	>>	Humana	>>	/m/033th4	>>	100
Hyundai Motor Co	Q55931	>>	Hyundai_Motor_Company	>>	/m/0blws	>>	90,66592072
Hyundai Motor Co	Q1525445	>>	Hyundai_Motor_India_Limited	>>	/m/080pqjf	>>	5,507461023
Hyundai Motor Co	Q5962566	>>	Hyundai_Card	>>	/m/08smjc	>>	1,854577363
Hyundai Motor Co	Q1641692	>>	Hyundai_Motor_Manufacturing_Alabama	>>	/m/05d9fm	>>	1,299759502
Hyundai Motor Co	Q5962562	>>	Hyundai_Capital	>>	/m/08smrv	>>	0,672281392
ICICI Bank Ltd	Q1653258	>>	ICICI_Bank	>>	/m/03h6q6	>>	85,6707116
ICICI Bank Ltd	Q5969602	>>	ICICI_Prudential_Life_Insurance	>>	/m/013f370r	>>	7,332527683
ICICI Bank Ltd	Q5969591	>>	ICICI_Lombard	>>	/m/02pj42f	>>	4,925668058
ICICI Bank Ltd	Q23010717	>>	ICICI_Prudential_Mutual_Fund	>>	/g/11clw1k8bq	>>	2,071092657
ING Groep NV	Q645708	>>	ING_Group	>>	/m/01hlqz	>>	60,37250045
ING Groep NV	Q701108	>>	ING-DiBa	>>	/g/121k3582	>>	36,38681729
ING Groep NV	Q1666091	>>	Interhyp	>>	/m/0c1cqm0	>>	2,593560206
ING Groep NV	Q1479797	>>	Record_Bank	>>	/m/0c0bbt7	>>	0,647122062
ITC Ltd	Q1655008	>>	ITC_Limited	>>	/m/064sbs	>>	82,51742478
ITC Ltd	Q17058333	>>	ITC_Hotels	>>	/m/047mfyh	>>	15,70463103
ITC Ltd	Q5449280	>>	Essentra	>>	/m/025xb15	>>	1,77794419
Iberdrola SA	Q1437502	>>	Iberdrola	>>	/m/08x83f	>>	62,72093781
Iberdrola SA	Q1778417	>>	Scottish_Power	>>	/m/035s5x	>>	18,76213157
Iberdrola SA	Q5983823	>>	Avangrid	>>	/m/0ctj8b	>>	10,09581925
Iberdrola SA	Q10271671	>>	Elektro	>>	/g/1213_d2_	>>	4,307314624
Iberdrola SA	Q7771571	>>	The_United_Illuminating_Company	>>	/m/03byw8s	>>	2,817902313
Iberdrola SA	Q5161573	>>	Connecticut_Natural_Gas	>>	/m/0h3w0nk	>>	0,686562694
Iberdrola SA	Q7569802	>>	Southern_Connecticut_Gas	>>	/m/09m792h	>>	0,609331732
Illinois Tool Works Inc	Q1510378	>>	Illinois_Tool_Works	>>	/m/0bwn81	>>	65,96358363
Illinois Tool Works Inc	Q4041435	>>	Instron	>>	/m/03qn__4	>>	12,62165646
Illinois Tool Works Inc	Q3569219	>>	Wilsonart	>>	/m/09m51w0	>>	9,977441186
Illinois Tool Works Inc	Q5197876	>>	Cybex_International	>>	/m/03p1x_y	>>	9,319207219
Illinois Tool Works Inc	Q4975015	>>	Brooks_Instrument	>>	/m/05q8h17	>>	2,118111505
Illumina Inc	Q2068984	>>	Illumina,_Inc.	>>	/m/027t1gd	>>	100
Imperial Brands PLC	Q1471161	>>	Imperial_Brands	>>	/m/03p2d74	>>	78,99432023
Imperial Brands PLC	Q433704	>>	Altadis	>>	/m/08p_2x	>>	17,85969257
Imperial Brands PLC	Q28226300	>>	Logista	>>	/g/11c5rm9gc1	>>	3,1459872
Industria de Diseno Textil SA	Q147662	>>	Zara_(retailer)	>>	/m/044_xs	>>	46,30263971
Industria de Diseno Textil SA	Q44504	>>	Inditex	>>	/m/035zgv	>>	27,05140584
Industria de Diseno Textil SA	Q788231	>>	Massimo_Dutti	>>	/m/0284p1n	>>	9,738143234
Industria de Diseno Textil SA	Q827258	>>	Bershka	>>	/m/0h5f3x	>>	9,519586137
Industria de Diseno Textil SA	Q3322945	>>	Stradivarius_(clothing_brand)	>>	/m/03d4q1j	>>	3,188278153
Industria de Diseno Textil SA	Q3327046	>>	Oysho	>>	/m/0rphn6m	>>	2,04181121
Industria de Diseno Textil SA	Q3114054	>>	Zara_Home	>>	/m/0ryvll4	>>	1,879886076
Industria de Diseno Textil SA	Q3394558	>>	Tempe_Grupo_Inditex	>>	/g/122gfln6	>>	0,27824965
Industrial Bank Co Ltd	Q1410821	>>	Industrial_Bank_(China)	>>	/m/0119f45q	>>	100
Industrial and Commercial Bank of China Ltd	Q26463	>>	Industrial_and_Commercial_Bank_of_China	>>	/m/03xzw_	>>	94,64969669
Industrial and Commercial Bank of China Ltd	Q6027819	>>	Industrial_and_Commercial_Bank_of_China_(Asia)	>>	/m/05ltp5	>>	4,585300206
Industrial and Commercial Bank of China Ltd	Q6068974	>>	ICBC_Turkey	>>	/m/0bwfzj4	>>	0,765003108
Infosys Ltd	Q26989	>>	Infosys	>>	/m/01k8x6	>>	96,31524112
Infosys Ltd	Q6031365	>>	Infosys_BPM	>>	/m/092zkv	>>	3,684758879
Innogy SE	Q138133	>>	RWE	>>	/m/03p3l_m	>>	43,99608796
Innogy SE	Q2124721	>>	Innogy	>>	/m/0c0bc95	>>	32,97767123
Innogy SE	Q829558	>>	Npower_(United_Kingdom)	>>	/m/0f89pm	>>	8,018207154
Innogy SE	Q1368762	>>	Essent	>>	/m/0kqkmx	>>	5,7312827
Innogy SE	Q2807462	>>	Westnetz	>>	/g/11_p4xzvp	>>	3,726363239
Innogy SE	Q1811384	>>	Lechwerke	>>	/m/0c0bm2q	>>	2,417999787
Innogy SE	Q2082280	>>	Pfalzwerke	>>	/g/1226lvc2	>>	1,706553031
Innogy SE	Q1960038	>>	NEW_AG	>>	/g/122y5hch	>>	1,418297602
Innogy SE	Q1345871	>>	Category:EnviaM	>>	/g/120t9vs2	>>	0,007537291
Intel Corp	Q248	>>	Intel	>>	/m/03s7h	>>	94,22675459
Intel Corp	Q2901365	>>	Mobileye	>>	/m/09g96cx	>>	5,773245405
Intercontinental Exchange Inc	Q13677	>>	New_York_Stock_Exchange	>>	/m/05drh	>>	85,17856249
Intercontinental Exchange Inc	Q841458	>>	Intercontinental_Exchange	>>	/m/0kqmcj	>>	12,02609385
Intercontinental Exchange Inc	Q6914633	>>	Mortgage_Electronic_Registration_Systems	>>	/m/05zpv5b	>>	1,509443941
Intercontinental Exchange Inc	Q1665852	>>	Interactive_Data_Corporation	>>	/m/0271chl	>>	1,285899722
International Business Machines Corp	Q37156	>>	IBM	>>	/m/03sc8	>>	86,28771554
International Business Machines Corp	Q909169	>>	Lotus_Software	>>	/m/0q4jd	>>	2,619255552
International Business Machines Corp	Q7978227	>>	Weather_Underground_(weather_service)	>>	/m/06bsw0	>>	2,350294878
International Business Machines Corp	Q5968851	>>	IBM_India	>>	/m/0d22j2	>>	2,331182557
International Business Machines Corp	Q24904684	>>	The_Weather_Company	>>	/g/11cn9k_kr_	>>	1,559228239
International Business Machines Corp	Q37592	>>	IBM_Global_Services	>>	/m/04vb3s	>>	1,473012089
International Business Machines Corp	Q18378690	>>	Bluemix	>>	/m/012108lc	>>	1,400925671
International Business Machines Corp	Q7553838	>>	SoftLayer	>>	/m/0h3rcbt	>>	0,946518471
International Business Machines Corp	Q6389159	>>	Kenexa	>>	/m/03p2hr0	>>	0,698231825
International Business Machines Corp	Q16928068	>>	Tealeaf	>>	/m/02753ny	>>	0,327859343
International Business Machines Corp	Q1653092	>>	IBM_Canada	>>	/g/121v7yh3	>>	0,005775838
Intesa Sanpaolo SpA	Q839566	>>	CIB_Bank	>>	/m/03cfh1x	>>	22,50765502
Intesa Sanpaolo SpA	Q806147	>>	Fideuram_-_Intesa_Sanpaolo_Private_Banking	>>	/g/121pvycy	>>	19,03459385
Intesa Sanpaolo SpA	Q4856020	>>	Bank_of_Alexandria	>>	/m/02661jm	>>	18,27479048
Intesa Sanpaolo SpA	Q3633692	>>	Banca_CR_Firenze	>>	/m/0130rmzf	>>	15,41868964
Intesa Sanpaolo SpA	Q30889878	>>	Banca_5	>>	/g/11dftbvlby	>>	10,29305616
Intesa Sanpaolo SpA	Q2882046	>>	Banca_Intesa_Beograd	>>	/m/0gmz42	>>	8,083547978
Intesa Sanpaolo SpA	Q7246343	>>	Privredna_banka_Zagreb	>>	/m/05p3cp0	>>	6,387666872
Intuit Inc	Q1318848	>>	Intuit	>>	/m/04fdd3	>>	78,87812015
Intuit Inc	Q1421368	>>	Mint.com	>>	/m/03cj4p7	>>	18,57735338
Intuit Inc	Q7671813	>>	TSheets	>>	/m/0gwz063	>>	2,544526463
Intuitive Surgical Inc	Q2743863	>>	Intuitive_Surgical	>>	/m/0b221y	>>	100
Investor AB	Q1671804	>>	Investor_AB	>>	/m/01ynnt	>>	100
Itau Unibanco Holding SA	Q10295758	>>	Hipercard	>>	/g/1222tdks	>>	85,24521761
Itau Unibanco Holding SA	Q18468909	>>	Kinea_Investimentos	>>	/g/1z2crqc0t	>>	14,75478239
Itochu Corp	Q717093	>>	Itochu	>>	/m/01ssmn	>>	84,35732713
Itochu Corp	Q11380105	>>	Itochu_Techno-Solutions	>>	/m/0clkd4f	>>	9,846325054
Itochu Corp	Q958053	>>	Kwik_Fit	>>	/m/0bwdzn	>>	5,796347817
JPMorgan Chase & Co	Q192314	>>	JPMorgan_Chase	>>	/m/01hlwv	>>	95,69442888
JPMorgan Chase & Co	Q2882621	>>	Bank_One_Corporation	>>	/m/026147	>>	2,831909981
JPMorgan Chase & Co	Q5087180	>>	Chase_Paymentech	>>	/m/0ds4ctm	>>	1,47366114
Japan Post Holdings Co Ltd	Q1372049	>>	Japan_Post_Holdings	>>	/m/03c7yrs	>>	28,343687
Japan Post Holdings Co Ltd	Q907103	>>	Japan_Post_Bank	>>	/m/03c7ypq	>>	25,77437641
Japan Post Holdings Co Ltd	Q11509260	>>	Japan_Post_Service	>>	/g/11h1ttjvf	>>	19,59655454
Japan Post Holdings Co Ltd	Q6157781	>>	Japan_Post_Insurance	>>	/m/03c7yqr	>>	18,22885924
Japan Post Holdings Co Ltd	Q1674371	>>	Toll_Group	>>	/m/055dsq	>>	8,056522811
Japan Tobacco Inc	Q397401	>>	Japan_Tobacco_International	>>	/m/0jk_vhd	>>	100
Jardine Matheson Holdings Ltd	Q1683452	>>	Jardine_Matheson	>>	/m/041z2	>>	23,13451466
Jardine Matheson Holdings Ltd	Q1236521	>>	Mandarin_Oriental_Hotel_Group	>>	/m/046rnk	>>	18,4887798
Jardine Matheson Holdings Ltd	Q6569399	>>	Dairy_Farm_International_Holdings	>>	/m/02dylk	>>	13,31740198
Jardine Matheson Holdings Ltd	Q4688912	>>	Astra_International	>>	/m/066wmz	>>	11,34588053
Jardine Matheson Holdings Ltd	Q706247	>>	Wellcome	>>	/m/0585vz	>>	7,87868145
Jardine Matheson Holdings Ltd	Q1064758	>>	Mandarin_Oriental,_Hong_Kong	>>	/m/08jtjr	>>	4,178474849
Jardine Matheson Holdings Ltd	Q753801	>>	Hongkong_Land	>>	/m/055ybj	>>	3,895799247
Jardine Matheson Holdings Ltd	Q1631000	>>	Mandarin_Oriental,_Bangkok	>>	/m/085b7g	>>	3,415499718
Jardine Matheson Holdings Ltd	Q13646560	>>	Mannings	>>	/m/04gkvcx	>>	3,341456271
Jardine Matheson Holdings Ltd	Q4855963	>>	Bank_Permata	>>	/m/0dgpp32	>>	2,812471538
Jardine Matheson Holdings Ltd	Q6747859	>>	Mandarin_Oriental,_Tokyo	>>	/m/0gx0y81	>>	2,096805582
Jardine Matheson Holdings Ltd	Q5142390	>>	Cold_Storage_(supermarket)	>>	/m/051zflv	>>	1,796241607
Jardine Matheson Holdings Ltd	Q3285427	>>	Mandarin_Oriental,_Paris	>>	/m/0gyw6hy	>>	1,195441283
Jardine Matheson Holdings Ltd	Q750303	>>	Astra_Agro_Lestari	>>	/g/12214kmz	>>	1,18705406
